NM_RxnSmiles,coarse_solvent,base,temperature,Yield,parsed_rxn,parsed_reagents,rxn_id,fine_solvent,dataset,exact_solvent,exact_base
OB(O)c1ccncc1.COc1cccc(CNC(=O)c2ccc(Br)cc2)c1>>COc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,other,carbonate,20,61.1,[cH:23]1[cH:22][c:21]([cH:27][cH:26][c:24]1[Br:25])[C:19]([NH:18][CH2:17][c:16]1[cH:15][cH:14][cH:13][c:12]([O:11][CH3:10])[cH:28]1)=[O:20].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)-[c:24]1[cH:26][cH:27][c:21]([cH:22][cH:23]1)[C:19]([NH:18][CH2:17][c:16]1[cH:28][c:12]([O:11][CH3:10])[cH:13][cH:14][cH:15]1)=[O:20],"",3789,other,test,CCO.O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
Cc1cc(C)c(B(O)O)c(C)c1.COC(=O)[C@@H](NC(=O)c1cc2ccccc2cc1NC(=O)c1ccc(Br)o1)C1CCCCC1>>COC(=O)[C@@H](NC(=O)c1cc2ccccc2cc1NC(=O)c1ccc(-c2c(C)cc(C)cc2C)o1)C1CCCCC1,other,carbonate,20,59.2,[CH2:41]1[CH2:42][CH2:43][CH2:44][CH2:45][CH:40]1[C@H:17]([NH:18][C:19]([c:21]1[cH:22][c:23]2[c:28]([cH:27][cH:26][cH:25][cH:24]2)[cH:29][c:30]1[NH:31][C:32](=[O:33])[c:34]1[o:39][c:37]([Br:38])[cH:36][cH:35]1)=[O:20])[C:15](=[O:16])[O:14][CH3:13].[OH:8][B:7]([OH:9])[c:6]1[c:10]([CH3:11])[cH:12][c:2]([cH:3][c:4]1[CH3:5])[CH3:1]>>[CH2:41]1[CH2:42][CH2:43][CH2:44][CH2:45][CH:40]1[C@H:17]([NH:18][C:19]([c:21]1[c:30]([NH:31][C:32](=[O:33])[c:34]2[o:39][c:37]([cH:36][cH:35]2)-[c:6]2[c:10]([cH:12][c:2]([cH:3][c:4]2[CH3:5])[CH3:1])[CH3:11])[cH:29][c:28]2[cH:27][cH:26][cH:25][cH:24][c:23]2[cH:22]1)=[O:20])[C:15](=[O:16])[O:14][CH3:13],"",3705,other,test,CCCCCC.COCCOC.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
CS(=O)(=O)c1ccc(B(O)O)cc1.CC(C)c1noc(N2CCC(COc3ccc(Br)nc3)CC2)n1>>CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1,ethers,carbonate,20,21.25,[CH2:22]1[CH2:23][CH:24]([CH2:34][CH2:35][N:21]1[c:20]1[o:19][n:18][c:17]([n:36]1)[CH:15]([CH3:16])[CH3:14])[CH2:25][O:26][c:27]1[cH:33][n:32][c:30]([cH:29][cH:28]1)[Br:31].[cH:6]1[cH:7][c:8]([cH:12][cH:13][c:5]1[S:2](=[O:3])(=[O:4])[CH3:1])[B:9]([OH:10])[OH:11]>>[cH:7]1[cH:6][c:5]([cH:13][cH:12][c:8]1-[c:30]1[n:32][cH:33][c:27]([O:26][CH2:25][CH:24]2[CH2:34][CH2:35][N:21]([CH2:22][CH2:23]2)[c:20]2[o:19][n:18][c:17]([n:36]2)[CH:15]([CH3:16])[CH3:14])[cH:28][cH:29]1)[S:2](=[O:3])(=[O:4])[CH3:1],"",1583,ethers,test,COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(Oc2ccccc2)cc1F.CC(C)(C)OC(=O)N1CCC[C@@H](n2nc(I)c3c(N)ncnc32)C1>>CC(C)(C)OC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,water/ethers,carbonate,20,70.25,[CH3:18][C:19]([CH3:20])([CH3:21])[O:22][C:23]([N:25]1[CH2:41][C@H:29]([n:30]2[c:40]3[c:34]([c:35]([n:37][cH:38][n:39]3)[NH2:36])[c:32]([I:33])[n:31]2)[CH2:28][CH2:27][CH2:26]1)=[O:24].[cH:11]1[cH:10][c:9]([cH:14][cH:13][cH:12]1)[O:8][c:7]1[cH:6][cH:5][c:4]([B:2]([OH:1])[OH:3])[c:16]([cH:15]1)[F:17]>>[CH3:18][C:19]([CH3:20])([CH3:21])[O:22][C:23]([N:25]1[CH2:41][C@@H:29]([CH2:28][CH2:27][CH2:26]1)[n:30]1[c:40]2[n:39][cH:38][n:37][c:35]([NH2:36])[c:34]2[c:32](-[c:4]2[c:16]([cH:15][c:7]([cH:6][cH:5]2)[O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[F:17])[n:31]1)=[O:24],"",2364,water/ethers,test,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cc(F)cc(F)c1.CC(C)(C)OC(=O)c1ccc(Br)nc1>>CC(C)(C)OC(=O)c1ccc(-c2cc(F)cc(F)c2)nc1,other,other,20,93.0,[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17]([c:19]1[cH:20][cH:21][c:22]([Br:23])[n:24][cH:25]1)=[O:18].[c:6]1([F:7])[cH:5][c:4]([cH:11][c:9]([F:10])[cH:8]1)[B:2]([OH:1])[OH:3]>>[CH3:12][C:13]([CH3:14])([CH3:15])[O:16][C:17]([c:19]1[cH:20][cH:21][c:22](-[c:4]2[cH:11][c:9]([F:10])[cH:8][c:6]([F:7])[cH:5]2)[n:24][cH:25]1)=[O:18],"",1297,other,test,No Solvent,No Base
OB(O)c1ccsc1.CC(C)(C)OC(=O)N1CCN(c2nc(Br)cn3cnnc23)CC1>>CC(C)(C)OC(=O)N1CCN(c2nc(-c3ccsc3)cn3cnnc23)CC1,water/ethers,carbonate,20,99.25,[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][N:19]([CH2:30][CH2:31]1)[c:20]1[c:29]2[n:28][n:27][cH:26][n:25]2[cH:24][c:22]([Br:23])[n:21]1.[OH:1][B:2]([OH:3])[c:4]1[cH:8][s:7][cH:6][cH:5]1>>[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][N:19]([CH2:30][CH2:31]1)[c:20]1[n:21][c:22](-[c:4]2[cH:8][s:7][cH:6][cH:5]2)[cH:24][n:25]2[c:29]1[n:28][n:27][cH:26]2,"",2180,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1ccsc1.Fc1cc(Br)cc(Br)c1>>Fc1cc(Br)cc(-c2ccsc2)c1,other,carbonate,20,78.2,[Br:13][c:12]1[cH:11][c:10]([cH:17][c:15]([Br:16])[cH:14]1)[F:9].[OH:1][B:2]([OH:3])[c:4]1[cH:8][s:7][cH:6][cH:5]1>>[cH:17]1[c:15]([cH:14][c:12]([cH:11][c:10]1[F:9])-[c:4]1[cH:8][s:7][cH:6][cH:5]1)[Br:16],"",3734,other,test,CCO.Cc1ccccc1.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cccnc1.Oc1ncnn2cc(Br)cc12>>Oc1ncnn2cc(-c3cccnc3)cc12,polar,carbonate,20,65.0,[Br:18][c:17]1[cH:19][c:20]2[n:15]([cH:16]1)[n:14][cH:13][n:12][c:11]2[OH:10].[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1>>[OH:10][c:11]1[n:12][cH:13][n:14][n:15]2[cH:16][c:17]([cH:19][c:20]12)-[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1,"",462,amides,test,CN(C)C=O,O=C([O-])[O-].[K+].[K+]
N#Cc1ccc(B(O)O)cc1F.COC(=O)CC(NC(=O)[C@@H]1CCCN(C(=O)CCC2CCN(C(=O)OC(C)(C)C)CC2)C1)c1cncc(Br)c1>>COC(=O)CC(NC(=O)[C@@H]1CCCN(C(=O)CCC2CCN(C(=O)OC(C)(C)C)CC2)C1)c1cncc(-c2ccc(C#N)c(F)c2)c1,alcoArom,fluoride,20,46.65,[CH3:39][C:38]([CH3:40])([CH3:41])[O:37][C:35]([N:34]1[CH2:33][CH2:32][CH:31]([CH2:43][CH2:42]1)[CH2:30][CH2:29][C:27](=[O:28])[N:26]1[CH2:25][CH2:24][CH2:23][C@@H:22]([C:20]([NH:19][CH:18]([c:45]2[cH:46][n:47][cH:48][c:49]([Br:50])[cH:51]2)[CH2:17][C:15](=[O:16])[O:14][CH3:13])=[O:21])[CH2:44]1)=[O:36].[OH:8][B:7]([OH:9])[c:6]1[cH:10][c:11]([F:12])[c:3]([C:2]#[N:1])[cH:4][cH:5]1>>[CH3:39][C:38]([CH3:40])([CH3:41])[O:37][C:35]([N:34]1[CH2:33][CH2:32][CH:31]([CH2:43][CH2:42]1)[CH2:30][CH2:29][C:27](=[O:28])[N:26]1[CH2:25][CH2:24][CH2:23][C@@H:22]([C:20]([NH:19][CH:18]([c:45]2[cH:51][c:49]([cH:48][n:47][cH:46]2)-[c:6]2[cH:10][c:11]([F:12])[c:3]([cH:4][cH:5]2)[C:2]#[N:1])[CH2:17][C:15](=[O:16])[O:14][CH3:13])=[O:21])[CH2:44]1)=[O:36],"",3344,water/alcohols/aromatics,test,CCO.Cc1ccccc1.O,[K+].[F-]
CC(C)Oc1cc(C=O)cc(B(O)O)c1.O=S(=O)(c1ccccc1)n1cc(Br)c2cccnc21>>CC(C)Oc1cc(C=O)cc(-c2cn(S(=O)(=O)c3ccccc3)c3ncccc23)c1,other,carbonate,20,71.45,[O:16]=[S:17](=[O:18])([n:25]1[cH:26][c:27]([Br:28])[c:29]2[c:34]1[n:33][cH:32][cH:31][cH:30]2)[c:19]1[cH:24][cH:23][cH:22][cH:21][cH:20]1.[OH:13][B:12]([OH:14])[c:11]1[cH:15][c:5]([O:4][CH:2]([CH3:1])[CH3:3])[cH:6][c:7]([cH:10]1)[CH:8]=[O:9]>>[cH:20]1[cH:21][cH:22][cH:23][cH:24][c:19]1[S:17](=[O:16])(=[O:18])[n:25]1[cH:26][c:27]([c:29]2[cH:30][cH:31][cH:32][n:33][c:34]12)-[c:11]1[cH:10][c:7]([CH:8]=[O:9])[cH:6][c:5]([O:4][CH:2]([CH3:1])[CH3:3])[cH:15]1,"",2490,other,test,CN(C)C=O.O.ClCCl,O=C([O-])O.[Na+]
Cn1c(C#N)ccc1B(O)O.O=S(=O)(c1ccc(Br)cc1)N1CCCC1>>Cn1c(C#N)ccc1-c1ccc(S(=O)(=O)N2CCCC2)cc1,other,fluoride,20,5.75,[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5].[cH:16]1[cH:17][c:18]([cH:20][cH:21][c:15]1[S:13](=[O:12])(=[O:14])[N:22]1[CH2:26][CH2:25][CH2:24][CH2:23]1)[Br:19]>>[cH:16]1[cH:17][c:18]([cH:20][cH:21][c:15]1[S:13](=[O:12])(=[O:14])[N:22]1[CH2:26][CH2:25][CH2:24][CH2:23]1)-[c:8]1[n:2]([CH3:1])[c:3]([cH:6][cH:7]1)[C:4]#[N:5],"",979,other,test,No Solvent,[K+].[F-]
OB(O)c1ccccc1Cl.CCCC(=O)Nc1nn(COCC[Si](C)(C)C)c2cc(Br)ccc12>>CCCC(=O)Nc1nn(COCC[Si](C)(C)C)c2cc(-c3ccccc3Cl)ccc12,water/ethers,carbonate,20,92.9,[CH3:25][Si:24]([CH3:26])([CH3:27])[CH2:23][CH2:22][O:21][CH2:20][n:19]1[n:18][c:17]([c:34]2[cH:33][cH:32][c:30]([Br:31])[cH:29][c:28]12)[NH:16][C:14]([CH2:13][CH2:12][CH3:11])=[O:15].[OH:1][B:2]([OH:3])[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[Cl:10]>>[CH3:25][Si:24]([CH3:26])([CH3:27])[CH2:23][CH2:22][O:21][CH2:20][n:19]1[c:28]2[cH:29][c:30]([cH:32][cH:33][c:34]2[c:17]([n:18]1)[NH:16][C:14](=[O:15])[CH2:13][CH2:12][CH3:11])-[c:4]1[c:9]([Cl:10])[cH:8][cH:7][cH:6][cH:5]1,"",342,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccoc1.NC(=O)c1cc(Br)cc2c(C3CCS(=O)(=O)C3)c[nH]c12>>NC(=O)c1cc(-c2ccoc2)cc2c(C3CCS(=O)(=O)C3)c[nH]c12,water/ethers,carbonate,20,35.65,[O:23]=[S:22]1(=[O:24])[CH2:21][CH2:20][CH:19]([c:18]2[cH:26][nH:27][c:28]3[c:17]2[cH:16][c:14]([cH:13][c:12]3[C:10]([NH2:9])=[O:11])[Br:15])[CH2:25]1.[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][o:7][cH:8]1>>[O:23]=[S:22]1(=[O:24])[CH2:21][CH2:20][CH:19]([c:18]2[cH:26][nH:27][c:28]3[c:17]2[cH:16][c:14]([cH:13][c:12]3[C:10](=[O:11])[NH2:9])-[c:4]2[cH:8][o:7][cH:6][cH:5]2)[CH2:25]1,"",1503,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1cc2ccccc2o1.COc1ccc2cc(Br)ccc2c1>>COc1ccc2cc(-c3cc4ccccc4o3)ccc2c1,other,carbonate,20,81.2,[OH:1][B:2]([OH:3])[c:4]1[cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[o:12]1.[cH:17]1[c:18]2[cH:19][c:20]([Br:21])[cH:22][cH:23][c:24]2[cH:25][c:15]([O:14][CH3:13])[cH:16]1>>[c:11]12[o:12][c:4]([cH:5][c:6]1[cH:7][cH:8][cH:9][cH:10]2)-[c:20]1[cH:22][cH:23][c:24]2[cH:25][c:15]([O:14][CH3:13])[cH:16][cH:17][c:18]2[cH:19]1,"",223,other,test,O.C1COCCO1.ClCCl,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1.Brc1sc2cnccc2c1Br>>Brc1c(-c2ccccc2)sc2cnccc12,ethers,carbonate,20,34.85,[cH:14]1[c:13]2[c:18]([cH:17][cH:16][n:15]1)[c:19]([Br:20])[c:11]([s:12]2)[Br:10].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1-[c:11]1[c:19]([Br:20])[c:18]2[cH:17][cH:16][n:15][cH:14][c:13]2[s:12]1,"",1944,ethers,test,COCCOC,O=C([O-])[O-].[Na+].[Na+]
Cc1ccc(N(c2ccc(C)cc2)c2ccc(B(O)O)cc2)cc1.Brc1ccc(I)nc1>>Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(Br)cn3)cc2)cc1,water/ethers,carbonate,20,82.0,[c:26]1([cH:32][n:31][c:29]([I:30])[cH:28][cH:27]1)[Br:25].[cH:4]1[cH:3][c:2]([cH:24][cH:23][c:5]1[N:6]([c:7]1[cH:8][cH:9][c:10]([cH:12][cH:13]1)[CH3:11])[c:14]1[cH:22][cH:21][c:17]([cH:16][cH:15]1)[B:18]([OH:19])[OH:20])[CH3:1]>>[cH:4]1[cH:3][c:2]([cH:24][cH:23][c:5]1[N:6]([c:7]1[cH:8][cH:9][c:10]([cH:12][cH:13]1)[CH3:11])[c:14]1[cH:22][cH:21][c:17]([cH:16][cH:15]1)-[c:29]1[cH:28][cH:27][c:26]([cH:32][n:31]1)[Br:25])[CH3:1],"",3077,water/ethers,test,O.C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(OC(F)(F)F)cc1.CCOC(OCC)c1cc2cncc(I)c2o1>>CCOC(OCC)c1cc2cncc(-c3ccc(OC(F)(F)F)cc3)c2o1,water/ethers,carbonate,20,84.0,[F:10][C:9]([F:11])([F:12])[O:8][c:7]1[cH:13][cH:14][c:4]([cH:5][cH:6]1)[B:2]([OH:1])[OH:3].[O:17]([CH2:16][CH3:15])[CH:18]([O:19][CH2:20][CH3:21])[c:22]1[cH:23][c:24]2[cH:25][n:26][cH:27][c:28]([I:29])[c:30]2[o:31]1>>[F:10][C:9]([F:11])([F:12])[O:8][c:7]1[cH:13][cH:14][c:4]([cH:5][cH:6]1)-[c:28]1[cH:27][n:26][cH:25][c:24]2[cH:23][c:22]([o:31][c:30]12)[CH:18]([O:17][CH2:16][CH3:15])[O:19][CH2:20][CH3:21],"",4785,water/ethers,test,O.C1CCOC1,O=C([O-])[O-].[Na+].[Na+]
Cc1ccc(B(O)O)cc1.CN(C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(N2C[C@H](O)C[C@H]2CO)cc1I>>Cc1ccc(-c2cc(N3C[C@H](O)C[C@H]3CO)ncc2N(C)C(=O)C(C)(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,ethers,carbonate,20,79.0,[F:22][C:21]([F:24])([F:23])[c:20]1[cH:19][c:18]([cH:31][c:26]([C:27]([F:28])([F:29])[F:30])[cH:25]1)[C:15]([CH3:16])([CH3:17])[C:13]([N:12]([c:32]1[c:45]([I:46])[cH:44][c:35]([N:36]2[CH2:37][C@@H:38]([CH2:40][C@H:41]2[CH2:42][OH:43])[OH:39])[n:34][cH:33]1)[CH3:11])=[O:14].[cH:4]1[cH:3][c:2]([cH:10][cH:9][c:5]1[B:6]([OH:8])[OH:7])[CH3:1]>>[F:22][C:21]([F:24])([F:23])[c:20]1[cH:19][c:18]([cH:31][c:26]([C:27]([F:28])([F:29])[F:30])[cH:25]1)[C:15]([CH3:16])([CH3:17])[C:13](=[O:14])[N:12]([CH3:11])[c:32]1[cH:33][n:34][c:35]([N:36]2[CH2:37][C@@H:38]([CH2:40][C@H:41]2[CH2:42][OH:43])[OH:39])[cH:44][c:45]1-[c:5]1[cH:9][cH:10][c:2]([cH:3][cH:4]1)[CH3:1],"",1321,ethers,test,COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cccnc1.CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)C>>CCOCc1nc2c(N)nc3cc(-c4cccnc4)cnc3c2n1CC(C)C,polar,carbonate,20,67.4,[CH3:31][CH:30]([CH3:32])[CH2:29][n:28]1[c:14]([n:15][c:16]2[c:17]([NH2:18])[n:19][c:20]3[cH:21][c:22]([cH:24][n:25][c:26]3[c:27]12)[Br:23])[CH2:13][O:12][CH2:11][CH3:10].[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1>>[CH3:31][CH:30]([CH3:32])[CH2:29][n:28]1[c:14]([n:15][c:16]2[c:17]([NH2:18])[n:19][c:20]3[cH:21][c:22]([cH:24][n:25][c:26]3[c:27]12)-[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1)[CH2:13][O:12][CH2:11][CH3:10],"",1271,water/alcohols,test,CCCO.O,O=C([O-])[O-].[Na+].[Na+]
Cc1nn(C)c(C)c1B(O)O.CCCC(CCC)c1cc(C)nn2c(I)c(C)nc12>>CCCC(CCC)c1cc(C)nn2c(-c3c(C)nn(C)c3C)c(C)nc12,other,carbonate,20,22.8,[CH2:13]([CH2:14][CH:15]([CH2:16][CH2:17][CH3:18])[c:19]1[c:30]2[n:29][c:27]([c:25]([n:24]2[n:23][c:21]([CH3:22])[cH:20]1)[I:26])[CH3:28])[CH3:12].[OH:10][B:9]([OH:11])[c:8]1[c:6]([CH3:7])[n:4]([n:3][c:2]1[CH3:1])[CH3:5]>>[CH2:13]([CH2:14][CH:15]([CH2:16][CH2:17][CH3:18])[c:19]1[c:30]2[n:24]([n:23][c:21]([CH3:22])[cH:20]1)[c:25](-[c:8]1[c:6]([n:4]([CH3:5])[n:3][c:2]1[CH3:1])[CH3:7])[c:27]([CH3:28])[n:29]2)[CH3:12],"",841,other,test,COC.CCO.O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cccs1.CC1(C)OC[C@H](NC(=O)Nc2ccccc2I)[C@H](c2ccccc2)O1>>CC1(C)OC[C@H](NC(=O)Nc2ccccc2-c2cccs2)[C@H](c2ccccc2)O1,other,carbonate,20,37.15,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1.[cH:29]1[cH:28][c:27]([cH:32][cH:31][cH:30]1)[C@H:26]1[C@@H:14]([NH:15][C:16](=[O:17])[NH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]2[I:25])[CH2:13][O:12][C:10]([CH3:9])([CH3:11])[O:33]1>>[cH:29]1[cH:28][c:27]([cH:32][cH:31][cH:30]1)[C@H:26]1[C@H:14]([CH2:13][O:12][C:10]([CH3:9])([CH3:11])[O:33]1)[NH:15][C:16](=[O:17])[NH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][c:24]1-[c:4]1[cH:5][cH:6][cH:7][s:8]1,"",345,other,test,CCO.COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(C(F)(F)F)cc1.CC(C)(C)OC(=O)Nc1sc(Br)cc1C(=O)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1>>CC(C)(C)OC(=O)Nc1sc(-c2ccc(C(F)(F)F)cc2)cc1C(=O)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1,other,carbonate,20,31.0,[CH3:14][C:15]([CH3:16])([CH3:17])[O:18][C:19]([NH:21][c:22]1[c:27]([C:28](=[O:29])[N:30]2[CH2:49][CH2:48][CH:33]([CH2:32][CH2:31]2)[N:34]2[CH2:35][CH2:36][CH2:37][C@@H:38]([C:39](=[O:40])[N:41]3[CH2:42][CH2:43][O:44][CH2:45][CH2:46]3)[CH2:47]2)[cH:26][c:24]([Br:25])[s:23]1)=[O:20].[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)[B:2]([OH:1])[OH:3]>>[CH3:14][C:15]([CH3:16])([CH3:17])[O:18][C:19](=[O:20])[NH:21][c:22]1[s:23][c:24]([cH:26][c:27]1[C:28]([N:30]1[CH2:49][CH2:48][CH:33]([CH2:32][CH2:31]1)[N:34]1[CH2:35][CH2:36][CH2:37][C@@H:38]([C:39](=[O:40])[N:41]2[CH2:42][CH2:43][O:44][CH2:45][CH2:46]2)[CH2:47]1)=[O:29])-[c:4]1[cH:5][cH:6][c:7]([cH:12][cH:13]1)[C:8]([F:9])([F:10])[F:11],"",3942,other,test,CN(C)C=O.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
COc1cc(OC)cc(B(O)O)c1.O=C(O)c1ccc(Br)c2cccnc12>>COc1cc(OC)cc(-c2ccc(C(=O)O)c3ncccc23)c1,other,other,20,81.0,[O:14]=[C:15]([OH:16])[c:17]1[c:27]2[n:26][cH:25][cH:24][cH:23][c:22]2[c:20]([Br:21])[cH:19][cH:18]1.[OH:11][B:10]([OH:12])[c:9]1[cH:8][c:5]([O:6][CH3:7])[cH:4][c:3]([O:2][CH3:1])[cH:13]1>>[O:2]([c:3]1[cH:13][c:9]([cH:8][c:5]([O:6][CH3:7])[cH:4]1)-[c:20]1[c:22]2[c:27]([c:17]([C:15](=[O:14])[OH:16])[cH:18][cH:19]1)[n:26][cH:25][cH:24][cH:23]2)[CH3:1],"",1803,other,test,CCO.Cc1ccccc1.O.CCOC(C)=O,"O=C([O-])[O-].[Na+].[Na+],[OH-].[Na+]"
CC(C)(C)OC(=O)Nc1ccc(B(O)O)cc1.Nc1nc2cnc(Br)cn2n1>>CC(C)(C)OC(=O)Nc1ccc(-c2cn3nc(N)nc3cn2)cc1,polar,carbonate,20,96.4,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6]([NH:8][c:9]1[cH:17][cH:16][c:12]([cH:11][cH:10]1)[B:13]([OH:14])[OH:15])=[O:7].[cH:26]1[c:24]([Br:25])[n:23][cH:22][c:21]2[n:20][c:19]([n:28][n:27]12)[NH2:18]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][c:9]1[cH:17][cH:16][c:12]([cH:11][cH:10]1)-[c:24]1[n:23][cH:22][c:21]2[n:27]([n:28][c:19]([NH2:18])[n:20]2)[cH:26]1,"",5280,water/alcohols,test,CCCO.O,O=C([O-])[O-].[K+].[K+]
COc1cc(B(O)O)ccc1F.CC(C)n1nc(I)c2c(N)ncnc21>>COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,other,carbonate,20,44.1,[CH3:13][CH:14]([CH3:15])[n:16]1[c:26]2[c:20]([c:21]([NH2:22])[n:23][cH:24][n:25]2)[c:18]([I:19])[n:17]1.[OH:7][B:6]([OH:8])[c:5]1[cH:4][c:3]([c:11]([F:12])[cH:10][cH:9]1)[O:2][CH3:1]>>[CH3:13][CH:14]([CH3:15])[n:16]1[c:26]2[c:20]([c:21]([NH2:22])[n:23][cH:24][n:25]2)[c:18](-[c:5]2[cH:4][c:3]([O:2][CH3:1])[c:11]([F:12])[cH:10][cH:9]2)[n:17]1,"",796,other,test,CCO.COCCOC,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cccnc1.CC(C)N(C[C@@H](C(=O)N1CCN(c2c(Br)cnc3[nH]ccc23)CC1)c1ccc(Cl)cc1)C(=O)OC(C)(C)C>>CC(C)N(C[C@@H](C(=O)N1CCN(c2c(-c3cccnc3)cnc3[nH]ccc23)CC1)c1ccc(Cl)cc1)C(=O)OC(C)(C)C,other,carbonate,20,63.95,[CH3:45][C:44]([CH3:46])([CH3:47])[O:43][C:41]([N:13]([CH:11]([CH3:10])[CH3:12])[CH2:14][C@H:15]([c:34]1[cH:40][cH:39][c:37]([cH:36][cH:35]1)[Cl:38])[C:16]([N:18]1[CH2:33][CH2:32][N:21]([CH2:20][CH2:19]1)[c:22]1[c:31]2[c:27]([n:26][cH:25][c:23]1[Br:24])[nH:28][cH:29][cH:30]2)=[O:17])=[O:42].[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1>>[CH3:45][C:44]([CH3:46])([CH3:47])[O:43][C:41]([N:13]([CH:11]([CH3:10])[CH3:12])[CH2:14][C@H:15]([c:34]1[cH:40][cH:39][c:37]([cH:36][cH:35]1)[Cl:38])[C:16]([N:18]1[CH2:33][CH2:32][N:21]([CH2:20][CH2:19]1)[c:22]1[c:31]2[c:27]([n:26][cH:25][c:23]1-[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1)[nH:28][cH:29][cH:30]2)=[O:17])=[O:42],"",2612,other,test,No Solvent,O=C([O-])[O-].[Na+].[Na+]
